Race	Labels
White	['stage', 'microphone', 'wig', 'punching bag', 'maraca']
White	['bathing cap', 'abaya', 'suit', 'Band Aid', 'mask']
White	['maillot', 'maillot', 'brassiere', 'bikini', 'hair spray']
White	['Band Aid', 'bathing cap', 'shower cap', 'lipstick', 'whistle']
White	['suit', 'Windsor tie', 'bow tie', 'academic gown', 'notebook']
White	['neck brace', 'bow tie', 'loupe', 'gasmask', 'stethoscope']
White	['brassiere', 'bikini', 'maillot', 'maillot', 'sarong']
White	['cowboy hat', 'shower cap', 'sombrero', 'loupe', 'strainer']
White	['bow tie', 'lipstick', 'military uniform', 'red wine', 'suit']
White	['Band Aid', 'bathing cap', 'ice lolly', 'sunscreen', 'diaper']
White	['groom', 'gown', 'brassiere', 'pajama', 'lab coat']
White	['pajama', 'vestment', 'fur coat', 'trench coat', 'cloak']
White	['brassiere', 'neck brace', 'maillot', 'sunglass', 'bikini']
White	['lipstick', 'hair slide', 'hand blower', 'wig', 'face powder']
White	['guinea pig', 'stretcher', 'king crab', 'American lobster', 'barbershop']
White	['Windsor tie', 'suit', 'academic gown', 'oboe', 'bolo tie']
White	['beer glass', 'ice lolly', 'bolo tie', 'pop bottle', 'goblet']
White	['bow tie', 'microphone', 'sunglass', 'barbershop', 'whistle']
White	['groom', 'lab coat', 'picket fence', 'rapeseed', 'bonnet']
White	['academic gown', 'Windsor tie', 'oboe', 'bassoon', 'jersey']
White	['wig', 'ice lolly', 'bib', 'broccoli', 'ice cream']
White	['trench coat', 'cleaver', 'bath towel', 'mailbag', 'swimming trunks']
White	['wig', 'groom', 'hair spray', 'brassiere', 'stethoscope']
White	['miniskirt', 'dumbbell', 'hand-held computer', 'mailbag', 'jean']
White	['hair spray', 'stage', 'brassiere', 'cleaver', 'maillot']
White	['sunscreen', 'stethoscope', 'ice lolly', 'lens cap', 'hair spray']
White	['cassette', 'mask', 'iPod', 'cellular telephone', 'loudspeaker']
White	['trench coat', 'fur coat', 'sweatshirt', 'miniskirt', 'pickelhaube']
White	['Tibetan mastiff', 'chow', 'malamute', 'Eskimo dog', 'Newfoundland']
White	['snowmobile', 'motor scooter', 'dogsled', 'hoopskirt', 'bobsled']
White	['nipple', 'oxygen mask', 'Band Aid', 'diaper', 'ice lolly']
White	['croquet ball', 'bubble', 'totem pole', 'plunger', 'unicycle']
White	['miniskirt', 'bikini', 'brassiere', 'maillot', 'gasmask']
White	['academic gown', 'Windsor tie', 'suit', 'mortarboard', 'bow tie']
White	['maraca', 'ice lolly', 'hair slide', 'bow tie', 'Band Aid']
White	['neck brace', 'comic book', 'oxygen mask', "potter's wheel", 'puck']
White	['rugby ball', 'maillot', 'maillot', 'miniskirt', 'soccer ball']
White	['fur coat', 'mosquito net', 'wig', 'sleeping bag', 'sarong']
White	['kimono', 'pajama', 'poncho', 'stole', 'cardigan']
White	['nipple', 'lotion', 'bubble', 'barbershop', 'diaper']
White	['maillot', 'balance beam', 'maillot', 'horizontal bar', 'parallel bars']
White	['suit', 'bow tie', 'trench coat', 'theater curtain', 'jean']
White	['maillot', 'maillot', 'brassiere', 'bikini', 'pajama']
White	['military uniform', 'croquet ball', 'rock python', 'trench coat', 'tiger']
White	['binoculars', 'maraca', 'pinwheel', 'bubble', 'ice lolly']
White	['suit', 'unicycle', 'torch', 'horizontal bar', 'spotlight']
White	['bikini', 'bow tie', 'maillot', 'maillot', 'brassiere']
White	['armadillo', 'iron', 'miniskirt', 'hoopskirt', 'cloak']
White	['bikini', 'brassiere', 'neck brace', 'sunscreen', 'hand blower']
White	['suit', 'bow tie', 'Windsor tie', 'Loafer', 'groom']
White	['wig', 'seat belt', 'sunscreen', 'lab coat', 'hair spray']
White	['dumbbell', 'diaper', 'miniskirt', 'croquet ball', 'brassiere']
White	['miniskirt', 'dumbbell', 'barbell', 'knee pad', 'jersey']
White	['lab coat', 'bow tie', 'Windsor tie', 'suit', 'groom']
White	['mortarboard', 'hand blower', 'power drill', 'hammer', 'can opener']
White	['ice lolly', 'bubble', 'ear', 'rapeseed', 'corn']
White	['maillot', 'maillot', 'sarong', 'gown', 'bikini']
White	['stethoscope', 'jersey', 'umbrella', 'maillot', 'sunglasses']
White	['sunglasses', 'sunglass', 'revolver', 'binoculars', 'lens cap']
White	['lipstick', 'Band Aid', 'ice lolly', 'hair spray', 'syringe']
White	['groom', 'bonnet', 'bubble', 'umbrella', 'mortarboard']
White	['bikini', 'volleyball', 'maillot', 'brassiere', 'maillot']
White	['cellular telephone', 'beer bottle', 'Band Aid', 'water bottle', 'groom']
White	['horizontal bar', 'maillot', 'balance beam', 'dumbbell', 'maillot']
White	['racket', 'sweatshirt', 'tennis ball', 'ping-pong ball', 'jersey']
White	['stethoscope', 'bath towel', 'hand blower', 'bathtub', 'washer']
White	['trench coat', 'military uniform', 'coho', 'sunglass', 'binoculars']
White	['Indian cobra', 'park bench', 'kimono', 'swing', 'marimba']
White	['brassiere', 'maillot', 'bikini', 'maillot', 'miniskirt']
White	['diaper', 'bath towel', 'Band Aid', 'bathtub', 'nipple']
White	['hair spray', 'microphone', 'stage', 'cellular telephone', 'binoculars']
White	['miniskirt', 'velvet', 'overskirt', 'maillot', 'stole']
White	['grand piano', 'television', 'upright', 'cello', 'harp']
White	['hair spray', 'drumstick', 'brassiere', 'neck brace', 'academic gown']
White	['ice lolly', 'ping-pong ball', 'hair spray', 'whistle', 'sunscreen']
White	['stethoscope', 'maillot', 'brassiere', 'bikini', 'hand blower']
White	['jersey', 'maillot', 'miniskirt', 'maillot', 'sweatshirt']
White	['oboe', 'lab coat', 'suit', 'bow tie', 'bolo tie']
White	['lab coat', 'Windsor tie', 'barbershop', 'ballplayer', 'tobacco shop']
White	['sliding door', 'window screen', 'crutch', 'miniskirt', 'apron']
White	['apiary', 'marimba', 'racket', 'paddle', 'park bench']
White	['lab coat', 'sweatshirt', 'stethoscope', 'academic gown', 'trench coat']
White	['brassiere', 'face powder', 'lab coat', 'Band Aid', 'sunscreen']
White	['hand blower', 'hair spray', 'stethoscope', 'brassiere', 'bassoon']
White	['stethoscope', 'lab coat', 'trench coat', 'pajama', 'crutch']
White	['diaper', 'nipple', 'brassiere', 'Band Aid', 'face powder']
White	['bonnet', 'rapeseed', 'bow tie', 'cardigan', 'fur coat']
White	['microphone', 'barbershop', 'whistle', 'oboe', 'cellular telephone']
White	['lipstick', 'ice lolly', 'wig', 'Band Aid', 'bathing cap']
White	['maillot', 'miniskirt', 'bikini', 'maillot', 'gown']
White	['shoe shop', 'ice lolly', 'cocktail shaker', 'maraca', 'punching bag']
White	['swimming trunks', 'cowboy hat', 'bathing cap', 'shower cap', 'brassiere']
White	['cowboy hat', 'seat belt', 'bathtub', 'car mirror', 'tub']
White	['maillot', 'maillot', 'bikini', 'dumbbell', 'brassiere']
White	['suit', 'lab coat', 'sweatshirt', 'Band Aid', 'cellular telephone']
White	['tub', 'bathtub', 'mask', 'washbasin', 'bassinet']
White	['bikini', 'brassiere', 'maillot', 'seat belt', 'hourglass']
White	['maillot', 'bikini', 'maillot', 'brassiere', 'miniskirt']
White	['ice lolly', 'feather boa', 'Band Aid', 'banana', 'bubble']
White	['face powder', 'thunder snake', 'lipstick', 'sunscreen', 'mouse']
White	['bathing cap', 'wig', 'sunscreen', 'face powder', 'lipstick']
White	['ice lolly', 'whistle', 'stethoscope', 'lipstick', 'maraca']
White	['ice lolly', 'Band Aid', 'lipstick', 'sunscreen', 'bubble']
White	['lipstick', 'Band Aid', 'hair spray', 'lab coat', 'face powder']
White	['maillot', 'brassiere', 'miniskirt', 'trench coat', 'maillot']
White	['maillot', 'maillot', 'bathing cap', 'bikini', 'gown']
White	['sunglass', 'sunglasses', 'face powder', 'loupe', 'lipstick']
White	['shower cap', 'conch', 'loggerhead', 'wig', 'stingray']
White	['vizsla', 'golden retriever', 'bloodhound', 'hay', 'Rhodesian ridgeback']
White	['stethoscope', 'red wine', 'hand blower', 'gasmask', 'corkscrew']
White	['pajama', 'carousel', 'poncho', 'sweatshirt', 'stole']
White	['sandal', 'cliff dwelling', 'rocking chair', 'cradle', 'wooden spoon']
White	['nipple', 'Band Aid', 'bath towel', 'syringe', 'barbershop']
White	['jersey', 'black-and-tan coonhound', 'Gordon setter', 'wig', 'abaya']
White	['Band Aid', 'hair spray', 'sunscreen', 'neck brace', 'loupe']
White	['jersey', 'maillot', 'maillot', 'gown', 'bulletproof vest']
White	['soccer ball', 'rugby ball', 'croquet ball', 'pinwheel', 'torch']
White	['bonnet', 'shower cap', 'chain mail', 'ski mask', 'wig']
White	['velvet', 'suit', 'wig', 'lab coat', 'maillot']
White	['bulletproof vest', 'miniskirt', 'knee pad', 'dumbbell', 'academic gown']
White	['bikini', 'cloak', 'miniskirt', 'bonnet', 'maillot']
White	['bikini', 'maillot', 'brassiere', 'maillot', 'miniskirt']
White	['Brittany spaniel', 'Blenheim spaniel', 'hotdog', 'Welsh springer spaniel', 'Ibizan hound']
White	['Rhodesian ridgeback', 'vizsla', 'Staffordshire bullterrier', 'hog', 'American Staffordshire terrier']
White	["potter's wheel", 'hand-held computer', 'American lobster', 'stethoscope', 'oboe']
White	['tub', 'bath towel', 'bathtub', 'brassiere', 'dumbbell']
White	['lipstick', 'sweatshirt', 'wig', 'seat belt', 'velvet']
White	['balance beam', 'maypole', 'hair spray', 'stole', 'parallel bars']
White	['hair spray', 'neck brace', 'lab coat', 'bow tie', 'jersey']
White	['notebook', 'bathtub', 'ice lolly', 'tub', 'bikini']
White	['knee pad', 'maillot', 'sweatshirt', 'brassiere', 'diaper']
White	['lab coat', 'bolo tie', 'Windsor tie', 'suit', 'pick']
White	['lipstick', 'brassiere', 'bonnet', 'bikini', 'bath towel']
White	['lipstick', 'bikini', 'wig', 'bathing cap', 'ice lolly']
White	['stage', 'electric guitar', 'banjo', 'trombone', 'acoustic guitar']
White	['brassiere', 'bikini', 'maillot', 'maillot', 'bathtub']
White	['brassiere', 'bikini', 'maillot', 'miniskirt', 'Band Aid']
White	['studio couch', 'diaper', 'bath towel', 'maillot', 'notebook']
White	['brassiere', 'bikini', 'maillot', 'maillot', 'face powder']
White	['miniskirt', 'knee pad', 'maillot', 'dumbbell', 'barbell']
White	['lipstick', 'mortarboard', 'wig', 'hair spray', 'seat belt']
White	['lipstick', 'Band Aid', 'ice lolly', 'face powder', 'seat belt']
White	['fur coat', 'wig', 'bow tie', 'wool', 'stole']
White	['maillot', 'bikini', 'brassiere', 'maillot', 'balance beam']
White	['suit', 'seat belt', 'cowboy hat', 'Band Aid', 'shower cap']
White	['oxygen mask', 'golfcart', 'ox', 'horizontal bar', 'neck brace']
White	['swimming trunks', 'diaper', 'bathtub', 'tub', 'bathing cap']
White	['military uniform', 'pickelhaube', 'ballplayer', 'academic gown', 'bulletproof vest']
White	['academic gown', 'mortarboard', 'dumbbell', 'carbonara', 'stole']
White	['maillot', 'maillot', 'apron', 'miniskirt', 'cowboy boot']
White	['Band Aid', 'pretzel', 'ice lolly', 'diaper', 'king snake']
White	['maillot', 'maillot', 'balance beam', 'horizontal bar', 'parallel bars']
White	['lipstick', 'wig', 'bonnet', 'cloak', 'abaya']
White	['bikini', 'maillot', 'maillot', 'brassiere', 'sarong']
White	['stretcher', 'sturgeon', 'chain saw', 'barrow', 'gar']
White	['spatula', 'sweatshirt', 'punching bag', 'rugby ball', 'nipple']
White	['oboe', 'brassiere', 'microphone', 'bassoon', 'lipstick']
White	['rapeseed', 'hay', 'miniskirt', 'soccer ball', 'ice lolly']
White	['suit', 'Windsor tie', 'hand-held computer', 'cellular telephone', 'ice lolly']
White	['seat belt', 'washer', 'tub', 'bathtub', 'neck brace']
White	['hair spray', 'safety pin', 'book jacket', 'sweatshirt', 'jersey']
White	['maillot', 'maillot', 'dumbbell', 'bikini', 'balance beam']
White	['velvet', 'miniskirt', 'maillot', 'stole', 'maillot']
White	['pot', 'plunger', "potter's wheel", 'goblet', 'water jug']
White	['miniskirt', 'maillot', 'maillot', 'brassiere', 'notebook']
White	['bikini', 'maillot', 'swimming trunks', 'sunscreen', 'maillot']
White	['Band Aid', 'sunscreen', 'face powder', 'lab coat', 'wig']
White	['bow tie', 'miniskirt', 'brassiere', 'hand blower', 'seat belt']
White	['trombone', 'crutch', 'cornet', 'bannister', 'French horn']
White	['barbershop', 'barber chair', 'restaurant', 'stretcher', 'grocery store']
White	['stole', 'maillot', 'velvet', 'suit', 'backpack']
White	['swimming trunks', 'diaper', 'bathing cap', 'maillot', 'maillot']
White	['brassiere', 'bikini', 'necklace', 'wig', 'lipstick']
White	['swimming trunks', 'bath towel', 'bathtub', 'tub', 'diaper']
White	['laptop', 'notebook', 'desk', 'photocopier', 'printer']
White	['rock python', 'tiger', 'frilled lizard', 'boa constrictor', 'comic book']
White	['bucket', 'hair spray', 'sunscreen', 'sunglass', 'plunger']
White	['shower curtain', 'hair spray', 'greenhouse', 'lorikeet', 'mitten']
White	['bikini', 'brassiere', 'lipstick', 'wig', 'seat belt']
White	['punching bag', 'dumbbell', 'barbell', 'corkscrew', 'necklace']
White	['brassiere', 'bikini', 'lipstick', 'wig', 'maillot']
White	['brassiere', 'wig', 'maillot', 'dumbbell', 'maillot']
White	['harmonica', 'ice lolly', 'ocarina', 'whistle', 'ping-pong ball']
White	['bikini', 'maillot', 'brassiere', 'maillot', 'sunscreen']
White	['pajama', 'bib', 'ice lolly', 'Band Aid', 'bathtub']
White	['miniskirt', 'maillot', 'trench coat', 'maillot', 'sarong']
White	['gown', 'maillot', 'parallel bars', 'iron', 'overskirt']
White	['maillot', 'miniskirt', 'stole', 'maillot', 'neck brace']
White	['microphone', 'stage', 'punching bag', 'harmonica', 'cornet']
White	['maillot', 'jersey', 'maillot', 'racket', 'gown']
White	['bonnet', 'bathing cap', 'bath towel', 'diaper', 'toilet tissue']
White	['Windsor tie', 'prison', 'neck brace', 'lab coat', 'Loafer']
White	['bathing cap', 'bow tie', 'military uniform', 'wig', 'shower cap']
White	['bikini', 'sunscreen', 'microphone', 'brassiere', 'whistle']
White	['sunscreen', 'Band Aid', 'stage', 'harmonica', 'whistle']
White	['wig', 'sunscreen', 'lipstick', 'mask', 'sunglasses']
White	['oboe', 'cornet', 'flute', 'sax', 'trombone']
White	['Chihuahua', 'Brabancon griffon', 'basenji', 'Pembroke', 'Cardigan']
White	['nipple', 'Band Aid', 'hamster', 'remote control', 'mouse']
White	['groom', 'brassiere', 'gown', 'miniskirt', 'maillot']
White	['indigo bunting', 'quill', 'pinwheel', 'sunscreen', 'stretcher']
White	['polecat', 'doormat', 'power drill', 'sandal', 'croquet ball']
White	['jean', 'stole', 'miniskirt', 'crutch', 'gown']
White	['maillot', 'miniskirt', 'microphone', 'bikini', 'brassiere']
White	['marimba', 'jigsaw puzzle', 'quill', 'cardigan', 'wig']
White	['bikini', 'sarong', 'gown', 'maillot', 'conch']
White	['gown', 'groom', 'bow tie', 'suit', 'stole']
White	['ice lolly', 'hair slide', 'Band Aid', 'drumstick', 'ping-pong ball']
White	['academic gown', 'mortarboard', 'stethoscope', 'cowboy hat', 'cellular telephone']
White	['go-kart', 'snowmobile', 'motor scooter', 'tricycle', 'sturgeon']
White	['ear', 'wooden spoon', 'pretzel', 'spatula', 'ice cream']
White	['gown', 'hoopskirt', 'overskirt', 'groom', 'feather boa']
White	['hand blower', 'neck brace', 'brassiere', 'stethoscope', 'wig']
White	['wig', 'gown', 'maillot', 'brassiere', 'microphone']
White	['mask', 'wig', 'pick', 'Band Aid', 'bow tie']
White	['racket', 'miniskirt', 'barbell', 'stethoscope', 'maillot']
White	['dumbbell', 'punching bag', 'barbell', 'maillot', 'knee pad']
White	['wig', 'bikini', 'brassiere', 'bathtub', 'hand blower']
White	['maillot', 'maillot', 'bikini', 'miniskirt', 'jean']
White	['cloak', 'shower cap', 'bathing cap', 'wig', 'abaya']
White	['notebook', 'hand-held computer', 'laptop', 'computer keyboard', 'seat belt']
White	['fur coat', 'wig', 'hair slide', 'sunglasses', 'sunglass']
White	['crutch', 'folding chair', 'parallel bars', 'vacuum', 'bow']
White	['brassiere', 'wig', 'maillot', 'hair spray', 'hand blower']
White	['notebook', 'zucchini', 'ear', 'wallaby', 'groom']
White	['plunger', 'dumbbell', 'can opener', 'barbell', 'hammer']
White	['diaper', 'swimming trunks', 'brassiere', 'dumbbell', 'parallel bars']
White	['brassiere', 'clog', 'Loafer', 'neck brace', 'Band Aid']
White	['proboscis monkey', 'bicycle-built-for-two', 'vine snake', 'horizontal bar', 'Indian cobra']
White	['pick', 'oxygen mask', 'ocarina', 'Windsor tie', 'sunscreen']
White	['panpipe', 'shoji', 'harmonica', 'diaper', 'ocarina']
White	['sweatshirt', 'velvet', 'trench coat', 'maillot', 'cardigan']
White	['ice lolly', 'groom', 'stethoscope', 'feather boa', 'lipstick']
White	['harmonica', 'ice lolly', 'Band Aid', 'muzzle', 'weasel']
White	['wig', 'bikini', 'brassiere', 'bathing cap', 'necklace']
White	['gar', 'coho', "potter's wheel", 'barracouta', 'plunger']
White	['nipple', 'diaper', 'Petri dish', 'lab coat', 'oxygen mask']
White	['hand blower', 'dumbbell', 'hair spray', 'brassiere', 'ping-pong ball']
White	['sunscreen', 'bathing cap', 'lipstick', 'Band Aid', 'Italian greyhound']
White	['Polaroid camera', 'tripod', 'reflex camera', 'binoculars', 'lens cap']
White	['bathtub', 'tub', 'lens cap', 'diaper', 'nipple']
White	['cowboy hat', 'military uniform', 'sombrero', 'trombone', 'cloak']
White	['academic gown', 'abaya', 'groom', 'gown', 'mortarboard']
White	['stethoscope', 'lab coat', 'oxygen mask', 'hand blower', 'loupe']
White	['lipstick', 'face powder', 'hair slide', 'bikini', 'wig']
White	['jean', 'suit', 'miniskirt', 'Loafer', 'bow tie']
White	['Boston bull', 'Chihuahua', 'French bulldog', 'toy terrier', 'Italian greyhound']
White	['notebook', 'laptop', 'stethoscope', 'ping-pong ball', 'lab coat']
White	['bikini', 'brassiere', 'maillot', 'gown', 'sunglass']
White	['wig', 'fur coat', 'hair spray', 'hand blower', 'Yorkshire terrier']
White	['dumbbell', 'barbell', 'miniskirt', 'jean', 'balance beam']
White	['Band Aid', 'computer keyboard', 'tile roof', 'ringneck snake', 'bath towel']
White	['maillot', 'neck brace', 'dumbbell', 'bulletproof vest', 'punching bag']
White	['neck brace', 'sweatshirt', 'maillot', 'jersey', 'loupe']
White	['notebook', 'photocopier', 'mouse', 'desk', 'printer']
White	['gown', 'baseball', 'racket', 'hoopskirt', 'goose']
White	['mask', 'sunscreen', 'ocarina', 'Band Aid', 'bathing cap']
White	['suit', 'abaya', 'cloak', 'trench coat', 'Windsor tie']
White	['lipstick', 'groom', 'whistle', 'brassiere', 'bikini']
White	['Windsor tie', 'bulletproof vest', 'hand-held computer', 'neck brace', 'book jacket']
White	['groom', 'red wine', 'crayfish', 'candle', 'cornet']
White	['tench', 'assault rifle', 'rifle', 'military uniform', 'park bench']
White	['hand blower', 'wig', 'hair spray', 'paintbrush', 'neck brace']
White	['fireboat', 'crutch', 'lifeboat', 'speedboat', 'liner']
White	['brassiere', 'bikini', 'wig', 'maillot', 'maillot']
White	['Windsor tie', 'lab coat', 'nipple', 'neck brace', 'suit']
White	['swimming trunks', 'bathing cap', 'miniskirt', 'jean', 'knee pad']
White	['velvet', 'miniskirt', 'maillot', 'overskirt', 'maillot']
White	['maillot', 'maillot', 'miniskirt', 'dumbbell', 'brassiere']
White	['keeshond', 'malamute', 'Norwegian elkhound', 'Tibetan mastiff', 'Leonberg']
White	['seat belt', 'drumstick', 'suit', 'hand blower', 'stethoscope']
White	['bow tie', 'brassiere', 'maraca', 'lipstick', 'groom']
White	['flute', 'theater curtain', 'oboe', 'French horn', 'sax']
White	['jigsaw puzzle', 'starfish', 'rock crab', 'slug', 'sea cucumber']
White	['Band Aid', 'shower cap', 'sunscreen', 'oxygen mask', 'bathing cap']
White	['mortarboard', 'academic gown', 'abaya', 'wig', 'cloak']
White	['gown', 'apron', 'balance beam', 'pajama', 'parallel bars']
White	['vacuum', 'harp', 'Indian cobra', 'sandal', 'go-kart']
White	['microphone', 'electric guitar', 'acoustic guitar', 'mask', 'stage']
White	['wig', 'hair slide', 'brassiere', 'hair spray', 'hand blower']
White	["potter's wheel", 'loupe', 'Indian cobra', 'studio couch', 'jigsaw puzzle']
White	['ice lolly', 'nipple', 'stethoscope', 'neck brace', 'lens cap']
White	['neck brace', 'laptop', 'diaper', "potter's wheel", 'oxygen mask']
White	['lab coat', 'stethoscope', 'bolo tie', 'bow tie', 'lipstick']
White	['wig', 'Sussex spaniel', 'hair slide', 'Irish setter', 'hair spray']
White	['seat belt', 'neck brace', 'face powder', 'Band Aid', 'lab coat']
White	['crutch', 'parallel bars', 'guillotine', 'broom', 'pole']
White	['oboe', 'microphone', 'flute', 'cornet', 'hair spray']
White	['bathing cap', 'cowboy hat', 'mortarboard', 'sombrero', 'crash helmet']
White	['dumbbell', 'perfume', 'hand blower', 'brassiere', 'hair spray']
White	['military uniform', 'cloak', 'hummingbird', 'jacamar', 'wig']
White	['neck brace', 'Windsor tie', 'sweatshirt', 'nipple', 'Sealyham terrier']
White	['Windsor tie', 'stethoscope', 'lab coat', 'violin', 'hand-held computer']
White	['stethoscope', 'lab coat', 'notebook', 'drumstick', 'spatula']
White	['sarong', 'maillot', 'swimming trunks', 'vase', 'cowboy boot']
White	['wig', 'gown', 'feather boa', 'groom', 'fur coat']
White	['crutch', 'vacuum', 'swab', 'croquet ball', 'ski']
White	['wig', 'lipstick', 'seat belt', 'cowboy hat', 'sombrero']
White	['lipstick', 'wig', 'mask', 'feather boa', 'Band Aid']
White	['academic gown', 'abaya', 'cloak', 'neck brace', 'sweatshirt']
White	['lipstick', 'bikini', 'brassiere', 'maillot', 'ice lolly']
White	['wig', 'bikini', 'gown', 'brassiere', 'perfume']
White	['suit', 'bolo tie', 'bow tie', 'Windsor tie', 'seat belt']
White	['seat belt', 'sunglasses', 'lipstick', 'syringe', 'sunglass']
White	['stethoscope', 'maillot', 'lab coat', 'nipple', 'pajama']
White	['diaper', 'swimming trunks', 'brassiere', 'Band Aid', 'tub']
White	['ice lolly', 'banana', 'dumbbell', 'maraca', 'ping-pong ball']
White	['brassiere', 'diaper', 'bikini', 'bathtub', 'tub']
White	['basset', 'Brittany spaniel', 'miniskirt', 'Welsh springer spaniel', 'bonnet']
White	['kimono', 'lipstick', 'groom', 'stethoscope', 'cellular telephone']
White	['Windsor tie', 'bow tie', 'panpipe', 'academic gown', 'shower cap']
White	['crib', 'cradle', 'diaper', 'bassinet', 'studio couch']
White	['nipple', 'Band Aid', 'bib', 'lens cap', 'maraca']
White	['suit', 'Windsor tie', 'cornet', 'oboe', 'bow tie']
White	['brassiere', 'maillot', 'maillot', 'bikini', 'miniskirt']
White	['Band Aid', 'bubble', 'hair slide', 'wig', 'mortarboard']
White	['maillot', 'bikini', 'maillot', 'brassiere', 'tub']
White	['bikini', 'maillot', 'maillot', 'pole', 'bathing cap']
White	['abaya', 'Windsor tie', 'neck brace', 'cloak', 'academic gown']
White	['joystick', 'lipstick', 'punching bag', 'plunger', 'dumbbell']
White	['groom', 'restaurant', 'gown', 'vestment', 'hoopskirt']
White	['prison', 'croquet ball', 'parallel bars', 'punching bag', 'horizontal bar']
White	['neck brace', 'oxygen mask', 'Windsor tie', 'nipple', 'hand-held computer']
White	['maillot', 'maillot', 'miniskirt', 'perfume', 'knee pad']
White	['brassiere', 'stethoscope', 'lab coat', 'gown', 'window shade']
White	['wig', 'neck brace', 'sunglass', 'face powder', 'sunglasses']
White	['Band Aid', 'tarantula', 'cockroach', 'sunscreen', 'scorpion']
White	['maillot', 'maillot', 'dumbbell', 'miniskirt', 'jersey']
White	['abaya', 'pick', 'face powder', 'Windsor tie', 'Band Aid']
White	['maillot', 'bathing cap', 'swimming trunks', 'jersey', 'maillot']
White	['lab coat', 'bow tie', 'Windsor tie', 'harmonica', 'stethoscope']
White	['dumbbell', 'maillot', 'bow tie', 'ice lolly', 'brassiere']
White	['neck brace', 'abaya', 'seat belt', 'face powder', 'brassiere']
White	['diaper', "potter's wheel", 'neck brace', 'cradle', 'nipple']
White	['Windsor tie', 'bow tie', 'suit', 'lab coat', 'neck brace']
White	['suit', 'bow tie', 'velvet', 'maillot', 'gown']
White	['hair spray', 'hand blower', 'Band Aid', 'bikini', 'bathtub']
White	['dumbbell', 'barbell', 'punching bag', 'miniskirt', 'apron']
White	['crossword puzzle', 'maillot', 'maillot', 'mouse', 'notebook']
White	['velvet', 'miniskirt', 'overskirt', 'stole', 'gown']
White	['miniskirt', 'bikini', 'brassiere', 'maillot', 'dumbbell']
White	['lipstick', 'Band Aid', 'face powder', 'ice lolly', 'sunscreen']
White	['piggy bank', 'bathtub', 'tub', 'diaper', 'saltshaker']
White	['seat belt', 'maillot', 'bikini', 'maillot', 'parallel bars']
White	['neck brace', 'stethoscope', 'brassiere', 'bow tie', 'wig']
White	['miniskirt', 'overskirt', 'hoopskirt', 'stole', 'velvet']
White	['sarong', 'abaya', 'rhinoceros beetle', 'capuchin', 'hornbill']
White	['shield', 'sorrel', 'cowboy hat', 'vestment', 'cuirass']
White	['wig', 'brassiere', 'lipstick', 'hair spray', 'bikini']
White	['bow tie', 'suit', 'Windsor tie', 'lab coat', 'Band Aid']
White	['scuba diver', 'jellyfish', 'sea snake', 'oscilloscope', 'nematode']
