Race	Labels
Black	['person', 'golfcart', 'basketball', 'bagel', 'stretcher']
Black	['person', 'tape player', 'digital clock', 'neck brace', 'dishwasher']
Black	['person', 'camel', 'tv or monitor', 'rubber eraser', 'cocktail shaker']
Black	['person', 'bathing cap', 'pretzel', 'head cabbage', 'horse']
Black	['person', 'wine bottle', 'trombone', 'drum', 'perfume']
Black	['person', 'motorcycle', 'bus', 'guitar', 'wine bottle']
Black	['person', 'backpack', 'dog', 'power drill', 'horizontal bar']
Black	['person', 'camel', 'motorcycle', 'stretcher', 'cart']
Black	['person', 'helmet', 'bathing cap', 'head cabbage', 'dog']
Black	['person', 'helmet', 'lamp', 'dumbbell', 'cucumber']
Black	['person', 'crutch', 'harp', 'bow', 'monkey']
Black	['person', 'cream', 'bathing cap', 'hippopotamus', 'beaker']
Black	['person', 'swine', 'bicycle', 'spatula', 'golfcart']
Black	['person', 'swine', 'dog', 'snake', 'flute']
Black	['person', 'crutch', 'neck brace', 'watercraft', 'bow']
Black	['person', 'basketball', 'bird', 'racket', 'sunglasses']
Black	['person', 'brassiere', 'swimming trunks', 'maillot', 'band aid']
Black	['person', 'maillot', 'maraca', 'stethoscope', 'brassiere']
Black	['person', 'washer', 'car', 'refrigerator', 'train']
Black	['tie', 'person', 'bow tie', 'backpack', 'laptop']
Black	['person', 'tie', 'stethoscope', 'bow tie', 'band aid']
Black	['person', 'axe', 'hammer', 'basketball', 'baby bed']
Black	['person', 'motorcycle', 'stretcher', 'snowmobile', 'accordion']
Black	['person', 'elephant', 'camel', 'cattle', 'antelope']
Black	['person', 'oboe', 'bow', 'wine bottle', 'table']
Black	['person', 'washer', 'table', 'binder', 'band aid']
Black	['person', 'bench', 'plastic bag', 'accordion', 'ladle']
Black	['person', 'sofa', 'hat with a wide brim', 'tiger', 'violin']
Black	['drum', 'jellyfish', 'person', 'baseball', 'bowl']
Black	['person', 'bathing cap', 'hat with a wide brim', 'purse', 'bow tie']
Black	['strawberry', 'brassiere', 'plastic bag', 'purse', 'table']
Black	['helmet', 'person', 'hamburger', 'burrito', 'chair']
Black	['person', 'swimming trunks', 'stethoscope', 'hat with a wide brim', 'spatula']
Black	['person', 'baby bed', 'sofa', 'armadillo', 'plastic bag']
Black	['person', 'motorcycle', 'bicycle', 'helmet', 'cart']
Black	['bathing cap', 'person', 'maraca', 'hair dryer', 'tie']
Black	['person', 'hat with a wide brim', 'harp', 'traffic light', 'washer']
Black	['person', 'banjo', 'backpack', 'bathing cap', 'bus']
Black	['person', 'brassiere', 'croquet ball', 'cream', 'miniskirt']
Black	['person', 'lamp', 'sunglasses', 'bus', 'trombone']
Black	['tie', 'plastic bag', 'bow tie', 'person', 'face powder']
Black	['person', 'helmet', 'tv or monitor', 'basketball', 'mushroom']
Black	['person', 'flower pot', 'axe', 'elephant', 'purse']
Black	['horse', 'jellyfish', 'mushroom', 'cattle', 'ray']
Black	['person', 'stretcher', 'purse', 'tick', 'nail']
Black	['person', 'french horn', 'cart', 'motorcycle', 'drum']
Black	['person', 'punching bag', 'table', 'horse', 'hair spray']
Black	['person', 'helmet', 'motorcycle', 'seal', 'drum']
Black	['person', 'wine bottle', 'binder', 'chair', 'oboe']
Black	['person', 'domestic cat', 'hat with a wide brim', 'elephant', 'horse']
Black	['person', 'hair dryer', 'stethoscope', 'washer', 'digital clock']
Black	['hat with a wide brim', 'person', 'lizard', 'harp', 'dragonfly']
Black	['person', 'band aid', 'hat with a wide brim', 'brassiere', 'face powder']
Black	['person', 'bathing cap', 'hat with a wide brim', 'lizard', 'face powder']
Black	['waffle iron', 'flower pot', 'person', 'stove', 'soccer ball']
Black	['motorcycle', 'person', 'stretcher', 'bathing cap', 'car']
Black	['person', 'plate rack', 'refrigerator', 'tv or monitor', 'piano']
Black	['person', 'bathing cap', 'miniskirt', 'bird', 'water bottle']
Black	['person', 'hat with a wide brim', 'screwdriver', 'plastic bag', 'pencil sharpener']
Black	['person', 'table', 'basketball', 'rugby ball', 'french horn']
Black	['person', 'brassiere', 'dumbbell', 'maraca', 'face powder']
Black	['person', 'oboe', 'flute', 'washer', 'head cabbage']
Black	['backpack', 'plastic bag', 'stretcher', 'purse', 'person']
Black	['person', 'chair', 'soap dispenser', 'maraca', 'lamp']
Black	['person', 'tie', 'miniskirt', 'swimming trunks', 'bow tie']
Black	['person', 'popsicle', 'bowl', 'car', 'power drill']
Black	['person', 'dog', 'accordion', 'camel', 'chair']
Black	['person', 'banana', 'water bottle', 'perfume', 'lamp']
Black	['person', 'stethoscope', 'sofa', 'brassiere', 'bench']
Black	['person', 'stretcher', 'snowmobile', 'backpack', 'puck']
Black	['person', 'bathing cap', 'baby bed', 'bookshelf', 'table']
Black	['rubber eraser', 'pretzel', 'flower pot', 'cream', 'golf ball']
Black	['person', 'cart', 'horse', 'bicycle', 'unicycle']
Black	['person', 'neck brace', 'washer', 'cup or mug', 'bench']
Black	['person', 'tie', 'purse', 'bow tie', 'pencil box']
Black	['person', 'binder', 'bathing cap', 'hat with a wide brim', 'spatula']
Black	['corkscrew', 'cello', 'person', 'coffee maker', 'strainer']
Black	['person', 'computer keyboard', 'chime', 'dumbbell', 'punching bag']
Black	['person', 'nail', 'sunglasses', 'soccer ball', 'horse']
Black	['person', 'tie', 'bow tie', 'mushroom', 'baby bed']
Black	['person', 'sofa', 'train', 'remote control', 'horizontal bar']
Black	['watercraft', 'person', 'bench', 'train', 'table']
Black	['person', 'hat with a wide brim', 'pineapple', 'helmet', 'trombone']
Black	['person', 'hat with a wide brim', 'stretcher', 'refrigerator', 'hair dryer']
Black	['person', 'helmet', 'microphone', 'purse', 'bagel']
Black	['train', 'person', 'airplane', 'axe', 'hair dryer']
Black	['person', 'racket', 'tv or monitor', 'maillot', 'maraca']
Black	['person', 'table', 'band aid', 'stretcher', 'binder']
Black	['person', 'car', 'bench', 'bicycle', 'stretcher']
Black	['person', 'axe', 'miniskirt', 'milk can', 'balance beam']
Black	['person', 'snake', 'backpack', 'tiger', 'head cabbage']
Black	['person', 'tie', 'binder', 'hat with a wide brim', 'ladle']
Black	['bathing cap', 'person', 'tie', 'dog', 'hippopotamus']
Black	['elephant', 'table', 'chime', 'person', 'giant panda']
Black	['person', 'tie', 'elephant', 'oboe', 'hair dryer']
Black	['person', 'sofa', 'chair', 'table', 'train']
Black	['person', 'punching bag', 'car', 'power drill', 'bagel']
Black	['person', 'bathing cap', 'armadillo', 'pretzel', 'maraca']
Black	['person', 'tiger', 'chair', 'cucumber', 'horizontal bar']
Black	['person', 'watercraft', 'balance beam', 'camel', 'train']
Black	['ruler', 'cream', 'computer keyboard', 'banana', 'binder']
Black	['person', 'face powder', 'bathing cap', 'tv or monitor', 'binder']
Black	['person', 'croquet ball', 'power drill', 'tie', 'hair spray']
Black	['bowl', 'person', 'guacamole', 'drum', 'motorcycle']
Black	['flower pot', 'person', 'lemon', 'microphone', 'hair spray']
Black	['person', 'sunglasses', 'trombone', 'table', 'hat with a wide brim']
Black	['person', 'neck brace', 'band aid', 'chair', 'cart']
Black	['person', 'cup or mug', 'drum', 'laptop', 'beaker']
Black	['dog', 'lipstick', 'helmet', 'swine', 'hippopotamus']
Black	['person', 'plastic bag', 'binder', 'rubber eraser', 'punching bag']
Black	['person', 'vacuum', 'puck', 'laptop', 'golfcart']
Black	['person', 'horizontal bar', 'golfcart', 'table', 'binder']
Black	['person', 'miniskirt', 'piano', 'table', 'dumbbell']
Black	['purse', 'tie', 'backpack', 'rubber eraser', 'bench']
Black	['person', 'monkey', 'dragonfly', 'snail', 'trombone']
Black	['person', 'swimming trunks', 'laptop', 'maraca', 'basketball']
Black	['person', 'axe', 'computer keyboard', 'sofa', 'table']
Black	['person', 'violin', 'cello', 'hat with a wide brim', 'bow']
Black	['person', 'plastic bag', 'bird', 'refrigerator', 'ladle']
Black	['person', 'binder', 'syringe', 'laptop', 'harmonica']
Black	['person', 'washer', 'filing cabinet', 'helmet', 'bagel']
Black	['person', 'french horn', 'binder', 'lipstick', 'backpack']
Black	['person', 'car', 'bus', 'plastic bag', 'cart']
Black	['person', 'sunglasses', 'monkey', 'microphone', 'chair']
Black	['person', 'bench', 'band aid', 'backpack', 'microphone']
Black	['person', 'oboe', 'bagel', 'nail', 'dumbbell']
Black	['person', 'rubber eraser', 'banana', 'binder', 'bookshelf']
Black	['person', 'nail', 'milk can', 'axe', 'bow']
Black	['person', 'banjo', 'maraca', 'cart', 'lobster']
Black	['person', 'harp', 'french horn', 'plastic bag', 'cello']
Black	['person', 'binder', 'tie', 'hair dryer', 'sunglasses']
Black	['person', 'computer keyboard', 'sunglasses', 'brassiere', 'power drill']
Black	['person', 'bathing cap', 'band aid', 'binder', 'washer']
Black	['person', 'sofa', 'computer keyboard', 'band aid', 'horse']
Black	['hat with a wide brim', 'person', 'tie', 'ladle', 'chair']
Black	['chair', 'person', 'table', 'crutch', 'bench']
Black	['person', 'helmet', 'saxophone', 'swimming trunks', 'rubber eraser']
Black	['person', 'band aid', 'banjo', 'binder', 'otter']
Black	['person', 'bow', 'table', 'chime', 'flower pot']
Black	['person', 'swimming trunks', 'horse', 'violin', 'purse']
Black	['person', 'tie', 'hair spray', 'helmet', 'horizontal bar']
Black	['person', 'swimming trunks', 'airplane', 'pretzel', 'rubber eraser']
Black	['person', 'cattle', 'horse', 'chair', 'bench']
Black	['oboe', 'rubber eraser', 'hair spray', 'syringe', 'wine bottle']
Black	['person', 'tv or monitor', 'head cabbage', 'band aid', 'artichoke']
Black	['person', 'hat with a wide brim', 'strawberry', 'accordion', 'brassiere']
Black	['person', 'hat with a wide brim', 'tie', 'maraca', 'bow tie']
Black	['person', 'frying pan', 'power drill', 'banjo', 'neck brace']
Black	['person', 'cart', 'bench', 'bus', 'train']
Black	['person', 'neck brace', 'banana', 'balance beam', 'miniskirt']
Black	['person', 'stretcher', 'bicycle', 'bird', 'motorcycle']
Black	['person', 'bagel', 'bathing cap', 'domestic cat', 'pretzel']
Black	['person', 'plate rack', 'fig', 'horse', 'dog']
Black	['person', 'digital clock', 'plate rack', 'bench', 'stretcher']
Black	['person', 'bathing cap', 'sunglasses', 'maillot', 'seal']
Black	['person', 'baby bed', 'sofa', 'bathing cap', 'drum']
Black	['person', 'bathing cap', 'hat with a wide brim', 'hammer', 'frying pan']
Black	['person', 'hair dryer', 'punching bag', 'ping-pong ball', 'tie']
Black	['person', 'bathing cap', 'bear', 'horse', 'pretzel']
Black	['person', 'chair', 'piano', 'train', 'binder']
Black	['person', 'bathing cap', 'washer', 'head cabbage', 'rubber eraser']
Black	['person', 'snowplow', 'bathing cap', 'axe', 'tiger']
Black	['person', 'helmet', 'bow tie', 'antelope', 'ray']
Black	['dog', 'person', 'bird', 'camel', 'backpack']
Black	['person', 'bear', 'swimming trunks', 'miniskirt', 'unicycle']
Black	['person', 'baby bed', 'plate rack', 'miniskirt', 'maraca']
Black	['person', 'refrigerator', 'bus', 'spatula', 'bench']
Black	['person', 'baby bed', 'racket', 'stethoscope', 'vacuum']
Black	['person', 'hippopotamus', 'mushroom', 'maraca', 'nail']
Black	['person', 'basketball', 'table', 'pencil box', 'violin']
Black	['person', 'rubber eraser', 'binder', 'sofa', 'train']
Black	['person', 'cream', 'pencil box', 'band aid', 'maillot']
Black	['person', 'camel', 'pineapple', 'bow', 'brassiere']
Black	['person', 'bird', 'cream', 'pencil box', 'punching bag']
Black	['person', 'bus', 'lemon', 'ladle', 'train']
Black	['person', 'helmet', 'bathing cap', 'punching bag', 'seal']
Black	['helmet', 'person', 'sunglasses', 'hat with a wide brim', 'cart']
Black	['person', 'plastic bag', 'rubber eraser', 'swimming trunks', 'trumpet']
Black	['person', 'bench', 'horse', 'car', 'cocktail shaker']
Black	['person', 'balance beam', 'basketball', 'bus', 'purse']
Black	['person', 'stethoscope', 'neck brace', 'mushroom', 'basketball']
Black	['person', 'axe', 'corkscrew', 'bird', 'tie']
Black	['person', 'snail', 'computer mouse', 'bagel', 'bee']
Black	['person', 'pretzel', 'stretcher', 'fig', 'nail']
Black	['person', 'purse', 'cup or mug', 'strawberry', 'chair']
Black	['person', 'brassiere', 'elephant', 'horse', 'harmonica']
Black	['dog', 'cattle', 'swine', 'hamster', 'pretzel']
Black	['person', 'hat with a wide brim', 'tie', 'helmet', 'wine bottle']
Black	['person', 'drum', 'neck brace', 'ray', 'dishwasher']
Black	['person', 'maraca', 'popsicle', 'artichoke', 'tv or monitor']
Black	['person', 'washer', 'refrigerator', 'butterfly', 'guitar']
Black	['person', 'table', 'refrigerator', 'basketball', 'helmet']
Black	['person', 'head cabbage', 'bathing cap', 'bench', 'plastic bag']
Black	['person', 'miniskirt', 'bathing cap', 'popsicle', 'rubber eraser']
Black	['dog', 'bird', 'person', 'monkey', 'tie']
Black	['isopod', 'bathing cap', 'electric fan', 'turtle', 'strainer']
Black	['person', 'motorcycle', 'cart', 'snowmobile', 'camel']
Black	['person', 'traffic light', 'head cabbage', 'chair', 'backpack']
Black	['person', 'bathing cap', 'miniskirt', 'otter', 'backpack']
Black	['person', 'soccer ball', 'rugby ball', 'volleyball', 'bathing cap']
Black	['person', 'backpack', 'chair', 'bus', 'spatula']
Black	['person', 'stretcher', 'cart', 'camel', 'swimming trunks']
Black	['person', 'scorpion', 'helmet', 'dog', 'head cabbage']
Black	['person', 'sofa', 'rubber eraser', 'band aid', 'microphone']
Black	['person', 'crutch', 'vacuum', 'trumpet', 'flute']
Black	['person', 'refrigerator', 'traffic light', 'head cabbage', 'pencil box']
Black	['person', 'neck brace', 'trumpet', 'oboe', 'flute']
Black	['person', 'brassiere', 'ray', 'rubber eraser', 'jellyfish']
Black	['trombone', 'axe', 'hammer', 'bow', 'dragonfly']
Black	['person', 'stretcher', 'bicycle', 'cart', 'motorcycle']
Black	['person', 'car', 'cart', 'sofa', 'maraca']
Black	['person', 'brassiere', 'nail', 'pineapple', 'table']
Black	['person', 'bow', 'binder', 'ruler', 'oboe']
Black	['person', 'bus', 'tie', 'chair', 'ladle']
Black	['person', 'seal', 'strainer', 'helmet', 'hotdog']
Black	['person', 'piano', 'chair', 'table', 'refrigerator']
Black	['person', 'chair', 'tie', 'plastic bag', 'rubber eraser']
Black	['person', 'golf ball', 'hat with a wide brim', 'basketball', 'harp']
Black	['person', 'tie', 'stethoscope', 'purse', 'cream']
Black	['person', 'neck brace', 'band aid', 'basketball', 'rubber eraser']
Black	['person', 'guitar', 'oboe', 'flute', 'syringe']
Black	['person', 'mushroom', 'backpack', 'hair dryer', 'purse']
Black	['train', 'person', 'goldfish', 'violin', 'watercraft']
Black	['person', 'monkey', 'bow', 'axe', 'crutch']
Black	['person', 'elephant', 'balance beam', 'pretzel', 'basketball']
Black	['person', 'tie', 'bow tie', 'digital clock', 'tv or monitor']
Black	['person', 'hair spray', 'starfish', 'tv or monitor', 'can opener']
Black	['helmet', 'ski', 'crutch', 'person', 'plastic bag']
Black	['person', 'tie', 'hat with a wide brim', 'sunglasses', 'hair dryer']
Black	['person', 'orange', 'bathing cap', 'bagel', 'basketball']
Black	['person', 'brassiere', 'maillot', 'table', 'hair dryer']
Black	['person', 'bathing cap', 'french horn', 'table', 'hat with a wide brim']
Black	['person', 'microphone', 'refrigerator', 'guitar', 'chair']
Black	['person', 'piano', 'tick', 'table', 'neck brace']
Black	['person', 'hat with a wide brim', 'chime', 'refrigerator', 'hair spray']
Black	['person', 'piano', 'oboe', 'microphone', 'backpack']
Black	['person', 'car', 'cart', 'axe', 'stretcher']
Black	['person', 'plastic bag', 'purse', 'pretzel', 'miniskirt']
Black	['person', 'hat with a wide brim', 'perfume', 'table', 'helmet']
Black	['person', 'dumbbell', 'hair dryer', 'dog', 'brassiere']
Black	['rubber eraser', 'bench', 'chair', 'flower pot', 'cup or mug']
Black	['person', 'cream', 'power drill', 'coffee maker', 'hair spray']
Black	['person', 'dog', 'hat with a wide brim', 'saxophone', 'chair']
Black	['person', 'tie', 'binder', 'table', 'backpack']
Black	['person', 'table', 'bagel', 'refrigerator', 'chime']
Black	['person', 'accordion', 'screwdriver', 'backpack', 'syringe']
Black	['person', 'diaper', 'sofa', 'swimming trunks', 'computer keyboard']
Black	['person', 'porcupine', 'dog', 'refrigerator', 'swine']
Black	['person', 'brassiere', 'monkey', 'apple', 'lemon']
Black	['person', 'cello', 'band aid', 'fox', 'hat with a wide brim']
Black	['person', 'table', 'chair', 'stretcher', 'horizontal bar']
Black	['person', 'band aid', 'binder', 'swimming trunks', 'monkey']
Black	['person', 'backpack', 'hat with a wide brim', 'tv or monitor', 'crutch']
Black	['person', 'giant panda', 'stretcher', 'orange', 'bench']
Black	['person', 'lamp', 'ruler', 'refrigerator', 'ping-pong ball']
Black	['person', 'tie', 'maraca', 'iPod', 'stretcher']
Black	['person', 'table', 'baby bed', 'sofa', 'plate rack']
Black	['person', 'accordion', 'maillot', 'computer keyboard', 'french horn']
Black	['person', 'cattle', 'piano', 'seal', 'cart']
Black	['person', 'bathing cap', 'hamster', 'pineapple', 'bird']
Black	['person', 'table', 'rugby ball', 'baby bed', 'miniskirt']
Black	['person', 'cattle', 'table', 'plastic bag', 'stretcher']
Black	['person', 'helmet', 'chair', 'golfcart', 'band aid']
Black	['person', 'camel', 'backpack', 'stretcher', 'flower pot']
Black	['person', 'table', 'sofa', 'bench', 'plastic bag']
Black	['dog', 'person', 'accordion', 'purse', 'backpack']
Black	['person', 'bathing cap', 'chair', 'brassiere', 'bookshelf']
Black	['person', 'cup or mug', 'seal', 'oboe', 'sofa']
Black	['person', 'trombone', 'chair', 'sofa', 'stretcher']
Black	['person', 'bus', 'horse', 'purse', 'laptop']
Black	['person', 'oboe', 'dumbbell', 'tie', 'stethoscope']
Black	['person', 'helmet', 'backpack', 'table', 'piano']
Black	['snake', 'otter', 'person', 'hat with a wide brim', 'jellyfish']
Black	['person', 'bell pepper', 'bathing cap', 'bird', 'cucumber']
Black	['person', 'monkey', 'dog', 'lizard', 'horse']
Black	['person', 'backpack', 'drum', 'seal', 'ski']
Black	['person', 'isopod', 'artichoke', 'bathing cap', 'computer mouse']
Black	['person', 'chain saw', 'power drill', 'sofa', 'ruler']
Black	['person', 'domestic cat', 'helmet', 'dog', 'computer mouse']
Black	['punching bag', 'lion', 'person', 'can opener', 'wine bottle']
Black	['person', 'tick', 'goldfish', 'orange', 'ant']
Black	['person', 'hat with a wide brim', 'stethoscope', 'tie', 'binder']
Black	['person', 'tie', 'oboe', 'bathing cap', 'microphone']
Black	['person', 'tie', 'bear', 'ladle', 'backpack']
Black	['person', 'tie', 'purse', 'ladle', 'syringe']
Black	['fig', 'ray', 'tick', 'strainer', 'pomegranate']
Black	['helmet', 'cello', 'person', 'brassiere', 'violin']
Black	['person', 'banjo', 'swimming trunks', 'sofa', 'miniskirt']
Black	['person', 'coffee maker', 'tie', 'microphone', 'puck']
Black	['person', 'maraca', 'diaper', 'swimming trunks', 'saxophone']
Black	['person', 'seal', 'balance beam', 'drum', 'neck brace']
Black	['person', 'helmet', 'lizard', 'snake', 'bird']
Black	['person', 'miniskirt', 'bathing cap', 'chair', 'trumpet']
Black	['person', 'bathing cap', 'oboe', 'balance beam', 'bow']
Black	['person', 'snail', 'sofa', 'bench', 'laptop']
Black	['person', 'hippopotamus', 'stethoscope', 'plastic bag', 'seal']
Black	['person', 'bathing cap', 'fig', 'binder', 'basketball']
Black	['person', 'sunglasses', 'hair dryer', 'violin', 'bow tie']
Black	['person', 'dog', 'miniskirt', 'bathing cap', 'maraca']
Black	['person', 'table', 'maraca', 'tiger', 'bow']
Black	['person', 'lipstick', 'chair', 'dog', 'zebra']
Black	['person', 'hat with a wide brim', 'balance beam', 'filing cabinet', 'car']
Black	['person', 'rubber eraser', 'plastic bag', 'unicycle', 'spatula']
Black	['person', 'elephant', 'horse', 'bear', 'maillot']
Black	['person', 'popsicle', 'bow tie', 'hair spray', 'tie']
Black	['person', 'brassiere', 'baby bed', 'plastic bag', 'diaper']
Black	['person', 'table', 'coffee maker', 'french horn', 'drum']
Black	['person', 'artichoke', 'apple', 'lipstick', 'backpack']
Black	['person', 'table', 'pencil sharpener', 'flute', 'maraca']
Black	['person', 'horse', 'maillot', 'nail', 'cream']
Black	['person', 'miniskirt', 'table', 'sofa', 'purse']
Black	['person', 'table', 'accordion', 'soccer ball', 'rugby ball']
Black	['person', 'basketball', 'helmet', 'drum', 'popsicle']
Black	['person', 'digital clock', 'tie', 'helmet', 'binder']
Black	['person', 'accordion', 'violin', 'cello', 'rubber eraser']
Black	['person', 'tie', 'dumbbell', 'bow tie', 'tape player']
Black	['person', 'table', 'centipede', 'power drill', 'rubber eraser']
Black	['person', 'wine bottle', 'coffee maker', 'table', 'dumbbell']
Black	['person', 'cart', 'lobster', 'wine bottle', 'rubber eraser']
Black	['person', 'power drill', 'laptop', 'tie', 'bench']
Black	['person', 'guitar', 'violin', 'harmonica', 'trumpet']
Black	['person', 'centipede', 'lizard', 'maillot', 'dragonfly']
Black	['person', 'saxophone', 'trumpet', 'guitar', 'trombone']
Black	['person', 'piano', 'accordion', 'sofa', 'helmet']
Black	['person', 'punching bag', 'hair dryer', 'bow tie', 'sunglasses']
Black	['maillot', 'person', 'swimming trunks', 'brassiere', 'chair']
Black	['person', 'guitar', 'remote control', 'harp', 'hat with a wide brim']
Black	['person', 'camel', 'maillot', 'cattle', 'antelope']
Black	['person', 'camel', 'flower pot', 'pretzel', 'horse']
Black	['person', 'backpack', 'seal', 'balance beam', 'cello']
Black	['person', 'bagel', 'stethoscope', 'snail', 'basketball']
Black	['person', 'helmet', 'horse', 'cello', 'guitar']
Black	['harp', 'person', 'hat with a wide brim', 'artichoke', 'isopod']
Black	['person', 'cream', 'hair spray', 'rubber eraser', 'chair']
Black	['person', 'bow', 'cream', 'camel', 'purse']
Black	['person', 'centipede', 'lipstick', 'salt or pepper shaker', 'perfume']
Black	['person', 'table', 'dishwasher', 'balance beam', 'stretcher']
Black	['person', 'horse', 'helmet', 'stethoscope', 'cattle']
Black	['person', 'bathing cap', 'hat with a wide brim', 'head cabbage', 'french horn']
Black	['person', 'armadillo', 'snowmobile', 'isopod', 'plastic bag']
Black	['person', 'bathing cap', 'purse', 'backpack', 'bench']
Black	['person', 'brassiere', 'camel', 'hat with a wide brim', 'soccer ball']
Black	['person', 'neck brace', 'chair', 'sofa', 'can opener']
Black	['person', 'nail', 'dog', 'plastic bag', 'stretcher']
Black	['person', 'helmet', 'guitar', 'swimming trunks', 'tie']
Black	['person', 'pretzel', 'miniskirt', 'head cabbage', 'goldfish']
Black	['person', 'tv or monitor', 'punching bag', 'rugby ball', 'pretzel']
Black	['person', 'chair', 'table', 'pencil box', 'banana']
Black	['table', 'watercraft', 'dishwasher', 'backpack', 'stretcher']
Black	['person', 'car', 'saxophone', 'waffle iron', 'sofa']
Black	['hat with a wide brim', 'person', 'sheep', 'table', 'helmet']
Black	['person', 'cream', 'neck brace', 'table', 'hat with a wide brim']
Black	['person', 'bathing cap', 'jellyfish', 'helmet', 'band aid']
Black	['person', 'hair dryer', 'tv or monitor', 'domestic cat', 'helmet']
Black	['hat with a wide brim', 'person', 'hippopotamus', 'monkey', 'red panda']
Black	['person', 'swimming trunks', 'guitar', 'tennis ball', 'banjo']
Black	['person', 'cattle', 'swine', 'axe', 'cart']
Black	['person', 'helmet', 'purse', 'stretcher', 'table']
Black	['person', 'dog', 'monkey', 'camel', 'antelope']
Black	['person', 'milk can', 'table', 'whale', 'binder']
Black	['person', 'baby bed', 'bow', 'table', 'basketball']
Black	['person', 'racket', 'chair', 'drum', 'punching bag']
Black	['person', 'swimming trunks', 'hair spray', 'maillot', 'microphone']
Black	['person', 'accordion', 'waffle iron', 'snail', 'computer keyboard']
Black	['person', 'bell pepper', 'golfcart', 'stretcher', 'microphone']
Black	['person', 'lizard', 'harp', 'snake', 'camel']
Black	['person', 'swimming trunks', 'domestic cat', 'volleyball', 'tennis ball']
Black	['person', 'camel', 'purse', 'bench', 'piano']
Black	['person', 'hat with a wide brim', 'miniskirt', 'scorpion', 'strainer']
Black	['dog', 'person', 'cattle', 'cream', 'bus']
Black	['person', 'plastic bag', 'backpack', 'binder', 'rubber eraser']
Black	['person', 'airplane', 'power drill', 'backpack', 'dumbbell']
Black	['person', 'basketball', 'punching bag', 'pretzel', 'maraca']
Black	['person', 'trumpet', 'screwdriver', 'cup or mug', 'bathing cap']
Black	['person', 'miniskirt', 'baby bed', 'table', 'bench']
Black	['person', 'squirrel', 'binder', 'ladle', 'hammer']
Black	['person', 'lamp', 'horizontal bar', 'wine bottle', 'table']
Black	['person', 'motorcycle', 'backpack', 'seal', 'stretcher']
Black	['person', 'sunglasses', 'purse', 'chair', 'tv or monitor']
Black	['person', 'bus', 'cart', 'golfcart', 'airplane']
Black	['person', 'backpack', 'plastic bag', 'chair', 'hair dryer']
Black	['person', 'bathing cap', 'neck brace', 'table', 'ladle']
